Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Singapore,SGP,1.791044776,1.791044776,1.791044776,1.791044776,1.777777778,1.164483261,1.161103048,1.103047896,1.080691643,1.151079137,1,1,1.054131054,1.036931818,1.033994334,0.947666195,0.930888575,0.930888575,0.930888575,0.926966292,0.924369748,0.921787709,0.919220056,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malaysia,MYS,21.13742201,21.14472683,21.11915995,21.14442246,21.41987521,21.65953432,21.70658956,21.71483792,21.53462182,21.63201948,21.76350632,21.97534622,22.49064069,22.92071222,23.8295541,24.52990412,24.62030132,26.08421854,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.89241383,46.92237703,46.95818671,46.99326559,47.0312677,47.17498146,47.31869521,47.47373652,47.55339479,47.49109325,46.42356277,45.43020949,46.13891234,45.79196036,45.58130442,44.92193124,43.85330454,42.78467784,41.71605114,40.64742444,39.60322861,39.60322861,39.60322861,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chile,CHL,20.46852052,20.25467633,20.32192293,20.37572021,20.933867,20.74557652,21.43149185,21.36424525,21.24992603,21.15847065,21.22840712,21.22571725,21.1732649,21.23513178,21.18940409,21.22437232,21.19774267,21.22975205,21.17165098,21.19209395,21.10870817,21.0764298,21.12888215,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Venezuela, RB",VEN,24.53602403,24.52582053,24.52808798,24.53148914,24.42038433,24.42038433,24.47707046,24.48273907,24.43739017,24.44192506,24.48840769,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,24.37503543,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ukraine,UKR,71.82359541,71.55087598,71.46975058,71.43350306,71.4537232,71.38295302,71.38122691,71.28999965,71.2579398,71.23055944,71.2766692,71.24905061,71.23351516,71.25768142,71.28530001,71.68059104,71.65840943,71.65323068,71.66531444,71.61919558,71.33068692,71.2996203,71.2996203,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Norway,NOR,2.866576864,2.841935802,2.852887385,2.866576864,2.863838968,2.847411593,2.847411593,2.83646001,2.833722115,2.825508427,2.805795578,2.776938156,2.754049348,2.735157867,2.718182913,2.703590045,2.702652366,2.700041376,2.693886082,2.698027788,2.701337686,2.695892017,2.70656766,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Switzerland,CHE,39.77887972,39.69892473,39.6214958,39.53647243,39.45903547,39.37653399,39.30161943,39.22263272,39.14264747,39.06012754,38.98673955,38.90829031,38.83490232,38.7589837,38.68559571,38.58891335,38.51358184,38.438416,38.36349704,38.28823391,38.21425381,38.14036734,38.06591148,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sweden,SWE,7.931954582,7.841121305,7.301277042,7.497182327,7.708308323,7.680812845,7.740959204,7.85879697,7.733348849,7.661664208,7.550945808,7.529833208,7.545790405,7.519767899,7.44219137,7.453435057,7.453410507,7.434988686,7.41674708,7.393300602,7.36634329,7.377611261,7.379478334,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Netherlands,NLD,58.44194313,58.26421801,58.00059242,56.95201422,57.46741706,56.68542654,57.742891,57.39632701,56.86018957,56.70616114,57.14751185,56.8455381,55.50844945,55.11269276,54.61743772,54.84119917,54.58889878,54.82625483,53.90555391,54.02435402,54.11345411,53.95901396,53.88921889,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Denmark,DNK,66.8,66.1,66.175,66.9,66.625,66.45,66.15,67.675,67.75,66.575,66.7,65.85,65.65,67.25,65.6,65.7,66.315775,65.847475,65.6275,65.7825,65.8125,65.649125,65.499675,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Finland,FIN,7.196559309,7.227420467,7.281919958,7.295052365,7.341015792,7.37384681,7.396828524,7.465117043,7.56568347,7.546778914,7.556433037,7.556762093,7.541625535,7.524433183,7.519497186,7.431965514,7.460265228,7.480504097,7.485768813,7.469070808,7.475651487,7.481985984,7.468579325,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,35.86888027,35.81192438,35.63015027,35.33809985,35.16965584,34.96400873,34.74793989,34.61948619,34.45588948,34.29592826,34.04507998,33.87057683,33.6791081,33.41371789,33.14590402,32.91808047,32.89142026,32.94292293,32.35785264,32.16941348,32.14772176,32.12809016,32.07416384,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,46.25228519,46.34369287,45.89167768,45.7992074,45.87516513,45.97754293,45.94782034,45.67371202,45.57463672,45.14200793,45.08916777,45.0330251,44.77212682,44.11162483,43.98943197,44.13804491,43.9663144,43.85733157,44.61030383,43.82430647,44.71598415,44.79599075,45.06635733,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.86284289,18.84289277,18.84289277,18.84289277,18.82294264,18.80299252,18.79301746,18.77306733,18.76309227,18.71321696,18.71321696,18.7032419,18.69326683,18.68528678,18.67531172,18.67531172,18.67531172,18.67331671,18.67331671,18.67331671,18.56590301,18.56590301,18.56590301,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,New Zealand,NZL,56.59868596,56.59868596,58.53556644,58.55455547,45.94964111,45.03437013,45.15589989,44.47989062,43.20003038,43.62538453,43.19623258,43.63677794,43.32535794,43.18483916,42.5711139,42.17842087,42.21639892,40.68208575,40.30990088,40.42383502,39.86935551,39.28829137,38.56291064,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greece,GRC,68.13033359,67.26144298,66.16757176,65.46159814,64.72459271,64.01861908,62.68425136,62.10240497,61.0007758,60.14740109,59.4026377,58.65011637,58.09930178,57.37781226,56.50116369,55.49262995,48.10705974,48.09154383,47.60279286,46.96307836,46.11086424,45.5173623,45.5173623,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Luxembourg,LUX,..,..,49.71916441,49.71916441,49.71916441,49.71916441,49.71916441,50.10759538,50.10759538,50.88445732,50.88445732,50.76792803,50.89999456,50.98933369,51.04759833,50.83784561,50.88057301,50.98933369,50.74889491,50.94582942,51.10159024,51.11440846,51.32571491,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,World,WLD,37.51002739,37.53232173,37.55157164,37.56889067,37.47981916,37.35704091,37.01311451,37.06380416,37.05709388,36.99639794,36.90259543,36.87238767,36.87779946,37.02637627,36.62936722,36.5582813,36.55097178,36.36061101,36.33639295,36.61666493,36.49873626,36.51130736,36.45884082,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United States,USA,2.569544,2.457899,2.267193,2.1083,1.955487,1.810335,1.752682,1.692783,1.66751,1.575148,1.61335,1.626571,1.739215,1.757615,1.692792,1.624083,1.661639,1.781391,1.781334,1.768335,1.708719,1.679713,1.746393,1.662403,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United Kingdom,GBR,1.718116,1.553944,1.534506,1.392294,1.385764,1.248837,1.27648,1.376775,1.352435,1.366008,1.080865,1.110425,1.215894,1.220258,1.188861,1.058777,1.25617,1.138458,1.125685,1.163051,1.070025,1.047265,1.040481,1.02975,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United Arab Emirates,ARE,8.449021,8.478829,8.502118,7.882632,7.329075,6.81736,6.396084,5.969338,5.33595,4.75652,4.258621,3.994488,3.775711,3.542934,3.270368,2.982555,2.705361,2.415707,2.196307,1.789881,1.464063,2.241195,1.783298,1.704158,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,China,CHN,49.80001,50.1,50.01,50.00999,50.01,49.1,46.89999,44.8,42.6,40.8,39.59999,38.09999,36.7,34.80001,33.60001,31.39999,29.49999,28.59174,27.7,26.98,26.0337,25.30706,24.85378,24.40598,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,India,IND,60.68718,60.10669,59.64473,59.08598,58.44382,57.7151,56.75876,55.99824,55.09983,54.17196,53.3906,52.47509,51.51537,49.25777,47.00424,46.42778,45.7835,45.15931,44.52136,43.93962,43.32882,41.38738,44.30447,43.95999,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Russian Federation,RUS,11.68733,15.00803,14.49239,12.04492,11.33581,10.80077,9.998997,10.14012,9.875646,8.992749,8.532575,8.268157,7.747276,7.686229,7.326127,6.992266,6.724431,6.709794,6.717756,5.901944,5.882628,5.833275,6.000813,5.801941,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,France,FRA,4.41113,4.243343,4.142739,4.070148,4.131203,4.254045,3.873721,3.63654,3.733295,3.454135,2.737887,2.930749,2.907591,2.909444,2.918836,3.074686,2.845329,2.713382,2.864217,2.605672,2.49665,2.515296,2.350046,2.509172,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Germany,DEU,2.78052,2.865185,2.637472,2.615914,2.487027,2.424593,2.355118,2.373662,2.267946,2.258508,1.784845,1.682362,1.647412,1.644621,1.560585,1.446526,1.428471,1.393919,1.308209,1.276806,1.249488,1.204102,1.311538,1.250732,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Japan,JPN,5.29566,5.217257,4.947106,4.757792,4.561006,4.503654,4.486617,4.325865,4.16344,4.121542,4.104017,4.064163,3.938459,3.699158,3.752523,3.592824,3.524867,3.497725,3.383711,3.325158,3.396733,3.265643,3.249428,3.169765,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Brazil,BRA,15.99647,16.49351,16.26077,16.24787,16.34461,16.50105,16.97143,16.45133,15.44589,14.51204,13.68068,13.26799,12.44521,11.8259,11.34677,11.00035,10.19422,10.04079,10.0091,9.346427,9.152946,8.960098,9.529819,9.689179,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Canada,CAN,2.990998,2.805973,2.515508,2.160141,2.116884,2.107053,2.023168,2.122047,2.112003,2.000905,1.940858,1.954076,1.807495,1.787921,1.752882,1.774879,1.714031,1.643415,1.944528,1.518612,1.486745,1.510478,1.556357,1.337711,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Australia,AUS,4.849239,4.933064,4.857451,4.754309,4.382112,3.913128,3.737895,3.579995,3.411905,3.32058,3.223325,3.234276,3.230407,2.81994,2.801783,2.618184,2.79832,2.636502,2.617486,2.596055,2.616846,2.558299,2.765993,2.425497,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Korea, Dem. People's Rep.",PRK,52.86089,52.31521,52.04197,51.47266,51.08193,50.58721,50.1095,49.46778,49.21642,48.96357,48.38326,48.12166,47.82851,47.45385,46.99534,46.53049,46.06479,45.78812,45.10711,45.06892,45.06438,44.59348,44.1608,43.50682,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Saudi Arabia,SAU,7.195899,7.192156,7.127368,7.069297,7.032907,6.920772,6.818376,6.744899,6.662775,6.580229,6.506715,6.39877,6.333111,6.247192,6.162139,6.078595,5.991979,5.926357,4.553936,3.905838,3.052273,3.475679,3.17081,2.700271,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Israel,ISR,2.328181,2.369436,2.200821,2.027064,2.009004,1.877184,2.041094,2.007106,1.764694,1.600719,1.696799,1.671459,1.602723,1.383337,1.108145,1.24307,1.111335,1.020601,1.017959,1.004276,0.9606484,0.9236776,0.9055978,0.8876005,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Iran, Islamic Rep.",IRN,23.25127,23.19524,22.74118,22.57308,22.09361,21.43131,21.11333,20.85274,20.43885,19.84063,19.53423,19.32428,18.02489,17.42328,18.38558,17.13455,16.93366,17.14575,16.68842,16.58549,16.65399,16.97914,16.72775,16.2515,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Mexico,MEX,19.32657,20.22116,17.40543,17.4603,17.3042,16.55173,15.83131,14.91569,14.25343,13.79239,13.73552,13.80529,13.92141,13.68806,13.72252,13.65262,13.77153,13.43125,13.10362,13.1179,12.61688,12.30098,12.47543,12.33283,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,South Africa,ZAF,21.22832,20.92114,20.48108,19.89609,19.32831,19.03484,18.30645,17.90388,17.51223,17.19837,17.85909,17.7566,16.57053,17.64849,16.21054,15.39265,14.02137,15.46671,16.05315,16.79855,15.69041,16.4066,21.44945,21.29613,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Nigeria,NGA,50.43721,50.0396,49.2726,48.565,47.92553,46.8777,45.55516,44.87226,44.1769,43.50106,42.85565,42.16732,41.3431,40.58178,39.46394,38.27072,37.52303,37.0064,36.67591,36.29753,35.91854,35.51901,35.75922,35.20511,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Egypt, Arab Rep.",EGY,29.80269,28.69988,29.63282,28.54506,27.52089,29.86846,31.83496,30.9391,31.2326,31.75723,31.69212,29.95798,28.27635,29.23911,27.07136,27.9588,27.54777,25.81509,25.57313,25.04458,21.66416,21.1478,20.37913,19.82913,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Pakistan,PAK,43.4833,43.40865,45.07853,44.58785,42.09145,42.09074,43.06945,43.06812,43.38858,43.63163,44.69526,43.30769,43.38948,43.49343,42.86045,42.23656,42.2332,41.01001,42.26807,39.84668,37.41642,38.3089,38.34922,37.54371,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Indonesia,IDN,44.97375,43.23329,45.27798,43.77068,44.33825,46.37889,43.32995,43.99477,42.06412,41.26119,41.09618,40.45368,39.12809,37.1929,35.93074,34.97517,34.28241,33.04387,31.82045,30.79004,29.71325,28.72393,29.57159,28.9872,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Singapore,SGP,0.8456631,0.9035222,0.8937934,0.8844501,0.8382123,0.8517807,0.8313635,1.068622,1.031039,0.9892823,0.966849,0.9250396,0.8642366,0.8504899,0.8029233,0.7487943,0.6656256,0.5790033,0.4773196,0.4444876,0.40347,0.4045587,0.3370616,0.32473,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Malaysia,MYS,18.79738,18.37222,18.36341,15.13182,14.92749,14.26777,14.55583,14.63755,14.63247,14.73004,13.9589,13.49623,13.30248,13.39134,13.25115,12.69298,12.58943,12.46907,11.36711,11.01605,10.59484,10.2274,9.950604,9.649141,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Argentina,ARG,12.89497,12.69313,12.49668,12.32874,12.5712,12.23954,11.7402,11.25067,10.75619,10.39929,10.08668,9.794848,9.527369,9.168086,8.91641,8.723099,8.59409,8.328097,8.171217,7.939622,7.832407,7.740676,7.686438,7.652854,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Chile,CHL,14.43869,14.43377,14.43747,13.60369,13.49798,13.59952,13.14452,12.71797,12.30888,11.85849,11.38525,11.07608,10.6824,10.39257,10.09425,9.353033,9.202718,9.181175,9.342858,9.340508,9.29988,9.069173,7.283526,6.58244,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Venezuela, RB",VEN,9.985037,10.19127,10.61521,9.654925,9.970906,10.76707,10.49708,10.2853,9.417599,8.836546,8.517753,8.629657,8.545029,8.052499,7.74339,7.445706,6.797627,6.354222,6.05441,8.08684,9.554468,11.64183,12.99543,13.09415,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Ukraine,UKR,22.64083,22.67337,22.40153,22.07862,21.89875,21.57731,20.90559,20.53842,18.82531,17.85586,16.97647,16.56201,16.33278,16.096,15.89703,15.71928,14.77262,15.25737,15.59941,15.40814,15.20915,15.10302,15.06021,14.66618,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Norway,NOR,4.737615,4.598545,4.290436,4.086617,3.948497,3.829552,3.584483,3.299851,3.251593,2.864047,2.64052,2.700107,2.548247,2.368834,2.227067,2.207395,2.249757,2.009812,2.089708,2.063193,2.104862,2.039814,2.116523,2.347405,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Switzerland,CHE,4.608706,4.782868,4.849029,4.35018,4.285644,4.236181,3.894444,3.898962,3.811944,4.003175,3.588024,3.248929,3.470204,3.513689,3.53055,3.527736,3.577852,3.438751,3.362471,3.108733,3.030229,2.592748,2.572916,2.186361,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Sweden,SWE,3.049027,2.988463,2.907188,2.644615,2.521866,2.546973,2.48499,2.320772,2.22612,2.251195,2.121047,2.177047,2.100521,1.98946,2.059412,2.032667,1.974932,2.036819,1.885494,1.830949,1.733298,1.690581,1.728915,1.971352,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Netherlands,NLD,3.489613,3.210889,3.282895,3.122081,2.936369,3.040602,3.313006,3.701353,3.647624,3.335179,3.165093,3.131017,3.0617,2.783802,2.732651,2.095265,2.292213,2.319637,2.262312,2.268251,2.098273,2.078814,2.068772,2.256724,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Denmark,DNK,3.706607,3.321635,3.668206,3.548288,3.212889,3.294945,3.271712,3.182522,3.088313,2.963834,2.705849,2.759313,2.54375,2.394497,2.637185,2.593586,2.48023,2.49157,2.334181,2.110608,2.191685,2.222975,2.114526,2.044793,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Finland,FIN,7.113578,6.380652,6.208062,5.837033,5.52699,5.276504,5.009032,4.825105,4.67008,4.536942,4.520783,4.626842,4.439396,4.230618,4.159652,4.132278,4.255857,4.22364,3.864639,3.76297,3.711857,3.778296,3.655223,4.109104,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Austria,AUT,6.484995,6.232934,6.050782,5.804786,5.758681,5.503835,4.901672,5.273784,5.244477,5.526842,5.25225,5.32227,5.213284,4.937537,4.675245,4.575705,4.836893,4.531011,4.348164,3.92985,3.694112,3.656134,3.906833,3.734066,..
