Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Switzerland,CHE,39.7788797247381,39.6989247311828,39.6214958000202,39.5364724337727,39.4590354739133,39.3765339945852,39.3016194331984,39.2226327243282,39.1426474681783,39.0601275432736,38.9867395485373,38.9082903127847,38.8349023180484,38.7589837028039,38.6855957080676,38.5889133515538,38.5135818402672,38.4384160048466,38.3634970415803,38.2882339141862,38.2142538104157,38.1403673395328,38.0659114794679,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sweden,SWE,7.93195458237928,7.84112130489613,7.30127704223281,7.49718232718294,7.70830832349511,7.68081284490562,7.74095920432013,7.85879696970366,7.73334884863911,7.66166420803079,7.55094580763918,7.52983320800796,7.54579040540365,7.51976789888145,7.44219137000395,7.4534350567843,7.45341050724985,7.43498868578537,7.41674708031197,7.39330060221358,7.36634329022193,7.37761126098893,7.37947833353596,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Netherlands,NLD,58.4419431279621,58.2642180094787,58.0005924170616,56.9520142180095,57.4674170616114,56.6854265402844,57.7428909952607,57.396327014218,56.8601895734597,56.7061611374408,57.1475118483412,56.8455380966499,55.5084494515268,55.1126927639383,54.6174377224199,54.8411991688928,54.5888987830217,54.8262548262548,53.9055539055539,54.024354024354,54.1134541134541,53.959013959014,53.8892188892189,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Denmark,DNK,66.8,66.1,66.175,66.9,66.625,66.45,66.15,67.675,67.75,66.575,66.7,65.85,65.65,67.25,65.6,65.7,66.315775,65.847475,65.6275,65.7825,65.8125,65.649125,65.499675,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Finland,FIN,7.19655930923537,7.22742046685709,7.2819199579763,7.2950523654749,7.34101579172002,7.37384681046653,7.39682852358909,7.46511704258183,7.56568346979711,7.54677891413726,7.55643303718328,7.55676209279368,7.54162553471537,7.52443318305966,7.51949718648195,7.43196551383724,7.46026522754944,7.48050409660755,7.48576881313547,7.4690708081074,7.47565148723348,7.48198598361465,7.46857932486675,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,35.8688802714493,35.811924381968,35.630150266602,35.3380998545807,35.1696558410082,34.9640087251575,34.7479398933592,34.6194861851672,34.4558894813379,34.2959282598158,34.0450799806108,33.8705768298594,33.6791080950073,33.413717886573,33.1459040232671,32.9180804653417,32.8914202617547,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,32.1280901599612,32.0741638390693,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,46.2522851919561,46.3436928702011,45.891677675033,45.7992073976222,45.8751651254954,45.9775429326288,45.947820343461,45.6737120211361,45.5746367239102,45.1420079260238,45.0891677675033,45.0330250990753,44.7721268163804,44.1116248348745,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,44.7959907529723,45.066357331572,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.8628428927681,18.8428927680798,18.8428927680798,18.8428927680798,18.8229426433915,18.8029925187032,18.7930174563591,18.7730673316708,18.7630922693267,18.713216957606,18.713216957606,18.7032418952618,18.6932668329177,18.6852867830424,18.6753117206983,18.6753117206983,18.6753117206983,18.6733167082294,18.6733167082294,18.6733167082294,18.565903005058,18.565903005058,18.565903005058,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,New Zealand,NZL,56.5986859595154,56.5986859595154,58.5355664425962,58.5545554669401,45.9496411074399,45.0343701340625,45.1558998898637,44.4798906232198,43.2000303824389,43.625384527743,43.1962325775702,43.6367779423493,43.3253579431089,43.1848391629638,42.571113896168,42.1784208727356,42.2163989214234,40.6820857544339,40.3099008772929,40.4238350233565,39.8693555125138,39.2882913675895,38.5629106376514,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greece,GRC,68.1303335919317,67.2614429790535,66.1675717610551,65.4615981380915,64.7245927075252,64.0186190845617,62.6842513576416,62.1024049650892,61.0007757951901,60.1474010861133,59.4026377036462,58.6501163692785,58.0993017843289,57.377812257564,56.5011636927851,55.4926299456943,48.1070597362296,48.0915438324282,47.6027928626843,46.9630783553142,46.1108642358417,45.5173622963538,45.5173622963538,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Luxembourg,LUX,..,..,49.7191644072932,49.7191644072932,49.7191644072932,49.7191644072932,49.7191644072932,50.1075953792252,50.1075953792252,50.8844573230891,50.8844573230891,50.7679280315095,50.8999945619664,50.9893336855108,51.0475983313005,50.8378456064573,50.8805730133698,50.9893336855108,50.7488949138849,50.9458294166544,51.1015902363991,51.1144084584729,51.3257149072038,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,World,WLD,37.5100273853695,37.5323217336759,37.5515716382018,37.568890667337,37.4798191569315,37.3570409135281,37.0131145073422,37.0638041570258,37.057093884862,36.9963979403199,36.9025954255533,36.8723876745103,36.8777994590559,37.0263762733508,36.6293672225926,36.5582813018637,36.5509717780437,36.3606110051761,36.3363929546631,36.6166649290419,36.4987362570507,36.5113073576613,36.458840823954,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United States,USA,2.569544,2.457899,2.267193,2.1083,1.955487,1.810335,1.752682,1.692783,1.66751,1.575148,1.61335,1.626571,1.739215,1.757615,1.692792,1.624083,1.661639,1.781391,1.781334,1.768335,1.708719,1.679713,1.746393,1.662403,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United Kingdom,GBR,1.718116,1.553944,1.534506,1.392294,1.385764,1.248837,1.27648,1.376775,1.352435,1.366008,1.080865,1.110425,1.215894,1.220258,1.188861,1.058777,1.25617,1.138458,1.125685,1.163051,1.070025,1.047265,1.040481,1.02975,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United Arab Emirates,ARE,8.449021,8.478829,8.502118,7.882632,7.329075,6.81736,6.396084,5.969338,5.33595,4.75652,4.258621,3.994488,3.775711,3.542934,3.270368,2.982555,2.705361,2.415707,2.196307,1.789881,1.464063,2.241195,1.783298,1.704158,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,China,CHN,49.80001,50.1,50.01,50.00999,50.01,49.1,46.89999,44.8,42.6,40.8,39.59999,38.09999,36.7,34.80001,33.60001,31.39999,29.49999,28.59174,27.7,26.98,26.0337,25.30706,24.85378,24.40598,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,India,IND,60.68718,60.10669,59.64473,59.08598,58.44382,57.7151,56.75876,55.99824,55.09983,54.17196,53.3906,52.47509,51.51537,49.25777,47.00424,46.42778,45.7835,45.15931,44.52136,43.93962,43.32882,41.38738,44.30447,43.95999,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Russian Federation,RUS,11.68733,15.00803,14.49239,12.04492,11.33581,10.80077,9.998997,10.14012,9.875646,8.992749,8.532575,8.268157,7.747276,7.686229,7.326127,6.992266,6.724431,6.709794,6.717756,5.901944,5.882628,5.833275,6.000813,5.801941,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,France,FRA,4.41113,4.243343,4.142739,4.070148,4.131203,4.254045,3.873721,3.63654,3.733295,3.454135,2.737887,2.930749,2.907591,2.909444,2.918836,3.074686,2.845329,2.713382,2.864217,2.605672,2.49665,2.515296,2.350046,2.509172,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Germany,DEU,2.78052,2.865185,2.637472,2.615914,2.487027,2.424593,2.355118,2.373662,2.267946,2.258508,1.784845,1.682362,1.647412,1.644621,1.560585,1.446526,1.428471,1.393919,1.308209,1.276806,1.249488,1.204102,1.311538,1.250732,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Japan,JPN,5.29566,5.217257,4.947106,4.757792,4.561006,4.503654,4.486617,4.325865,4.16344,4.121542,4.104017,4.064163,3.938459,3.699158,3.752523,3.592824,3.524867,3.497725,3.383711,3.325158,3.396733,3.265643,3.249428,3.169765,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Brazil,BRA,15.99647,16.49351,16.26077,16.24787,16.34461,16.50105,16.97143,16.45133,15.44589,14.51204,13.68068,13.26799,12.44521,11.8259,11.34677,11.00035,10.19422,10.04079,10.0091,9.346427,9.152946,8.960098,9.529819,9.689179,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Canada,CAN,2.990998,2.805973,2.515508,2.160141,2.116884,2.107053,2.023168,2.122047,2.112003,2.000905,1.940858,1.954076,1.807495,1.787921,1.752882,1.774879,1.714031,1.643415,1.944528,1.518612,1.486745,1.510478,1.556357,1.337711,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Australia,AUS,4.849239,4.933064,4.857451,4.754309,4.382112,3.913128,3.737895,3.579995,3.411905,3.32058,3.223325,3.234276,3.230407,2.81994,2.801783,2.618184,2.79832,2.636502,2.617486,2.596055,2.616846,2.558299,2.765993,2.425497,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Korea, Dem. People's Rep.",PRK,52.86089,52.31521,52.04197,51.47266,51.08193,50.58721,50.1095,49.46778,49.21642,48.96357,48.38326,48.12166,47.82851,47.45385,46.99534,46.53049,46.06479,45.78812,45.10711,45.06892,45.06438,44.59348,44.1608,43.50682,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Saudi Arabia,SAU,7.195899,7.192156,7.127368,7.069297,7.032907,6.920772,6.818376,6.744899,6.662775,6.580229,6.506715,6.39877,6.333111,6.247192,6.162139,6.078595,5.991979,5.926357,4.553936,3.905838,3.052273,3.475679,3.17081,2.700271,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Israel,ISR,2.328181,2.369436,2.200821,2.027064,2.009004,1.877184,2.041094,2.007106,1.764694,1.600719,1.696799,1.671459,1.602723,1.383337,1.108145,1.24307,1.111335,1.020601,1.017959,1.004276,0.9606484,0.9236776,0.9055978,0.8876005,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Iran, Islamic Rep.",IRN,23.25127,23.19524,22.74118,22.57308,22.09361,21.43131,21.11333,20.85274,20.43885,19.84063,19.53423,19.32428,18.02489,17.42328,18.38558,17.13455,16.93366,17.14575,16.68842,16.58549,16.65399,16.97914,16.72775,16.2515,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Mexico,MEX,19.32657,20.22116,17.40543,17.4603,17.3042,16.55173,15.83131,14.91569,14.25343,13.79239,13.73552,13.80529,13.92141,13.68806,13.72252,13.65262,13.77153,13.43125,13.10362,13.1179,12.61688,12.30098,12.47543,12.33283,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,South Africa,ZAF,21.22832,20.92114,20.48108,19.89609,19.32831,19.03484,18.30645,17.90388,17.51223,17.19837,17.85909,17.7566,16.57053,17.64849,16.21054,15.39265,14.02137,15.46671,16.05315,16.79855,15.69041,16.4066,21.44945,21.29613,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Nigeria,NGA,50.43721,50.0396,49.2726,48.565,47.92553,46.8777,45.55516,44.87226,44.1769,43.50106,42.85565,42.16732,41.3431,40.58178,39.46394,38.27072,37.52303,37.0064,36.67591,36.29753,35.91854,35.51901,35.75922,35.20511,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Egypt, Arab Rep.",EGY,29.80269,28.69988,29.63282,28.54506,27.52089,29.86846,31.83496,30.9391,31.2326,31.75723,31.69212,29.95798,28.27635,29.23911,27.07136,27.9588,27.54777,25.81509,25.57313,25.04458,21.66416,21.1478,20.37913,19.82913,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Pakistan,PAK,43.4833,43.40865,45.07853,44.58785,42.09145,42.09074,43.06945,43.06812,43.38858,43.63163,44.69526,43.30769,43.38948,43.49343,42.86045,42.23656,42.2332,41.01001,42.26807,39.84668,37.41642,38.3089,38.34922,37.54371,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Indonesia,IDN,44.97375,43.23329,45.27798,43.77068,44.33825,46.37889,43.32995,43.99477,42.06412,41.26119,41.09618,40.45368,39.12809,37.1929,35.93074,34.97517,34.28241,33.04387,31.82045,30.79004,29.71325,28.72393,29.57159,28.9872,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Singapore,SGP,0.8456631,0.9035222,0.8937934,0.8844501,0.8382123,0.8517807,0.8313635,1.068622,1.031039,0.9892823,0.966849,0.9250396,0.8642366,0.8504899,0.8029233,0.7487943,0.6656256,0.5790033,0.4773196,0.4444876,0.40347,0.4045587,0.3370616,0.32473,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Malaysia,MYS,18.79738,18.37222,18.36341,15.13182,14.92749,14.26777,14.55583,14.63755,14.63247,14.73004,13.9589,13.49623,13.30248,13.39134,13.25115,12.69298,12.58943,12.46907,11.36711,11.01605,10.59484,10.2274,9.950604,9.649141,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Argentina,ARG,12.89497,12.69313,12.49668,12.32874,12.5712,12.23954,11.7402,11.25067,10.75619,10.39929,10.08668,9.794848,9.527369,9.168086,8.91641,8.723099,8.59409,8.328097,8.171217,7.939622,7.832407,7.740676,7.686438,7.652854,..
