Country Name,Country Code,Time,Time Code,Agricultural land (% of land area) [AG.LND.AGRI.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Net migration [SM.POP.NETM],Population growth (annual %) [SP.POP.GROW],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Total reserves (includes gold, current US$) [FI.RES.TOTL.CD]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Afghanistan,AFG,2019,YR2019,58.27698818,97.7,44.51263,25.754,0.297563651,1.852781994,3.911603419,500.5229808,2.302372515,11.085,-3791935256,-8082,2.908529093,63.565,46.3,42.223,8497655795,1.170968382
Afghanistan,AFG,2020,YR2020,58.74154823,97.7,45.98341,26.026,0.223478872,1.852781994,-2.351100673,516.8667974,..,11.71,-3136733353,166821,3.134746908,62.575,44.8,36.711,9748946327,1.358856927
Afghanistan,AFG,2021,YR2021,58.74154823,97.7,..,26.314,..,1.852781994,-20.69999999,363.6740871,..,..,..,-183672,2.851357654,61.982,43.4,..,..,1.827933856
Afghanistan,AFG,2022,YR2022,..,..,..,26.616,..,..,..,..,..,..,..,..,2.534498317,..,..,..,..,..
Argentina,ARG,1998,YR1998,46.89241383,94.81500244,12.89497,88.759,3.661556758,12.32993141,3.850178852,8250.673174,..,12.65,-14481998042,-20331,1.158177636,73.474,19,55.093,24855741222,1.136318022
Argentina,ARG,1999,YR1999,46.92237703,95.13315582,12.69313,88.952,3.669601022,12.26320847,-3.385457041,7735.32208,..,14.05,-11942825328,-20220,1.152043854,73.722,18.2,53.753,26350163486,1.220359548
Argentina,ARG,2000,YR2000,46.95818671,95.68047333,12.49668,89.142,3.56791849,12.19648554,-0.788998939,7666.517834,..,15,-8980617893,-22770,1.133277022,73.926,17.6,52.971,25152117244,1.148822677
Argentina,ARG,2001,YR2001,46.99326559,95.51106347,12.32874,89.329,3.341877067,12.08087142,-4.408839683,7168.975872,..,17.32,-3780423241,-22787,1.09917146,74.186,17,50.982,14555552760,1.184233542
Argentina,ARG,2002,YR2002,47.0312677,96.09600067,12.5712,89.51,3.100488668,11.9652573,-10.89448483,2579.488769,..,19.59,8766610000,-22668,1.07353835,74.408,16.4,48.386,10492424819,1.091880479
Argentina,ARG,2003,YR2003,47.17498146,96.29795074,12.23954,89.686,3.334890879,11.84964318,8.837040796,3333.152904,..,15.36,8139930000,-22353,1.032360859,74.08,15.8,51.671,14157284136,1.060895057
Argentina,ARG,2004,YR2004,47.31869521,96.50537109,11.7402,89.86,3.65608487,11.73402906,9.029573301,4258.160261,..,13.52,3211790000,-22336,1.015336684,74.855,15.3,53.566,19659591804,0.883295359
Argentina,ARG,2005,YR2005,47.47373652,96.7252655,11.25067,90.031,3.736716865,11.61841495,8.85165992,5086.627761,..,11.51,5273750000,-21961,1.033476224,75.139,14.8,54.43,28081718502,0.847154784
Argentina,ARG,2006,YR2006,47.55339479,96.96440887,10.75619,90.2,3.924261841,11.50280083,8.0471515,5890.978002,..,10.08,6498802520,-19958,1.034671736,75.433,14.4,55.571,32022297113,0.788233877
Argentina,ARG,2007,YR2007,47.49109325,97.22439575,10.39929,90.366,4.083151439,11.38718671,9.007650875,7210.595548,..,8.47,6048537893,-18051,1.006297331,75.006,14.1,55.941,46149456856,0.792548175
Argentina,ARG,2008,YR2008,46.42356277,97.50160217,10.08668,90.53,4.15237521,11.27157259,4.057233103,8977.506851,..,7.84,5421206329,-12450,0.992294094,75.641,13.7,55.692,46385380207,0.762756475
Argentina,ARG,2009,YR2009,45.43020949,97.79220581,9.794848,90.691,3.848348227,11.15595848,-5.918525076,8184.389889,..,8.65,7254115684,-7869,1.014283893,75.936,13.4,55.523,48006988635,0.886508577
Argentina,ARG,2010,YR2010,46.13891234,98.82,9.527369,90.849,4.09984414,11.04034436,10.12539816,10385.96443,..,7.71,-1622995871,-4970,0.255582398,75.721,12.9,55.549,52207549724,0.814878105
Argentina,ARG,2011,YR2011,45.79196036,99.0342865,9.168086,90.99,4.281028145,10.9587129,6.003951693,12848.74048,..,7.18,-5340181192,-1011,1.15305928,76.124,12.4,56.295,46265800526,0.764287094
Argentina,ARG,2012,YR2012,45.58130442,99.14379883,8.91641,91.121,4.264111002,10.87708144,-1.026420454,13082.66433,..,7.22,-2138040360,3127,1.136905694,76.467,11.9,56.002,43223270864,0.784824721
Argentina,ARG,2013,YR2013,44.92193124,99.28577423,8.723099,91.249,4.34225013,10.79544998,2.405323781,13080.25473,..,7.1,-13124373786,5369,1.1191092,76.491,11.4,55.703,30533919651,0.83773643
Argentina,ARG,2014,YR2014,44.28302073,100,8.59409,91.377,4.209111895,10.71381852,-2.512615321,12334.79825,..,7.27,-9179026267,5801,1.099461091,76.755,10.9,55.119,31410813270,0.878100919
Argentina,ARG,2015,YR2015,44.11877122,99.68903351,8.328097,91.503,4.301913806,10.63218706,2.731159828,13789.06042,..,7.524,-17621985168,5522,1.078001344,76.76,10.3,54.774,25520565580,0.850128583
Argentina,ARG,2016,YR2016,43.4794953,99.89974213,8.171217,91.627,4.201815869,10.60039683,-2.080327844,12790.26406,..,8.109,-15104786525,5215,1.057181578,76.308,9.8,54.235,38414518492,0.813140078
Argentina,ARG,2017,YR2017,42.98638136,100,7.939622,91.749,4.070111687,10.55983688,2.818502978,14613.03571,..,8.35,-31151351751,4926,1.037133897,76.833,9.1,53.899,55314409205,0.856137916
Argentina,ARG,2018,YR2018,42.37153631,99.99373627,7.832407,91.87,3.975650744,10.52037315,-2.617396463,11795.16289,..,9.22,-27083606451,4690,1.015808349,76.999,8.4,54.105,66221501691,0.732300348
Argentina,ARG,2019,YR2019,42.59077926,100,7.740676,91.991,3.742029812,10.48017861,-2.000861003,9963.674231,..,9.84,-3492479581,4478,0.993397493,77.284,7.6,54.357,44880566052,0.699696134
Argentina,ARG,2020,YR2020,43.02926517,100,7.686438,92.111,3.40561754,10.44071488,-9.943235134,8496.428157,..,11.46,2688362006,2344,0.970053991,75.892,6.8,49.6,39403734630,0.734492612
Argentina,ARG,2021,YR2021,43.10234616,100,7.652854,92.229,..,10.40076395,10.39824946,10636.11553,..,8.74,6644503789,2344,0.947490959,75.39,6.1,55.085,39653498611,0.630928835
Argentina,ARG,2022,YR2022,..,..,..,92.347,..,..,5.243044499,13686.00867,..,6.491,-4290120085,..,0.925835474,..,..,56.313,44795335172,0.411211299
Australia,AUS,1998,YR1998,60.3830884,100,4.849239,84.503,17.60233354,17.21199641,4.613356892,21478.38516,0.86013463,7.68,-17780527378,72084,0.996734718,78.63170732,5.3,58.162,15377553385,1.871121813
Australia,AUS,1999,YR1999,59.05692306,100,4.933064,84.37,17.73724311,17.18507608,4.956324506,20698.7127,1.483129403,6.87,-21795709493,85011,1.093975803,78.93170732,5.2,58.448,21955814712,1.889235741
Australia,AUS,2000,YR2000,59.28810382,100,4.857451,84.235,17.8373184,17.15815576,3.901171371,21853.44999,4.457435148,6.28,-15487273891,109375,1.144472851,79.23414634,5.1,59.175,18821546024,1.829841913
Australia,AUS,2001,YR2001,59.31817294,100,4.754309,84.1,17.93072692,17.12863335,2.041417338,19681.64503,4.407135362,6.74,-7986938465,113907,1.283968091,79.63414634,5,59.034,18663980677,1.870093879
Australia,AUS,2002,YR2002,58.1856996,100,4.382112,84.222,18.12321078,17.09911094,3.993589865,20290.78042,2.981574539,6.37,-16002234756,107886,1.137538736,79.93658537,5,59.324,21567012300,1.873964621
Australia,AUS,2003,YR2003,57.20942947,100,3.913128,84.343,17.89453913,17.06958853,3.111398208,23705.90722,2.732595966,5.93,-29307731701,103907,1.150192733,80.23902439,4.9,59.819,33258076239,1.846289689
Australia,AUS,2004,YR2004,51.40465746,100,3.737895,84.463,18.36887105,17.04006613,4.216633273,30819.99349,2.343255225,5.39,-41286950910,109226,1.069198122,80.4902439,4.8,60.04,36925537509,1.827410769
Australia,AUS,2005,YR2005,53.39937258,100,3.579995,84.582,18.27847309,17.01054372,3.15375271,34460.543,2.691831683,5.03,-43342943310,132109,1.217290731,80.84146341,4.8,61.161,43257063109,1.80249268
Australia,AUS,2006,YR2006,53.27857543,100,3.411905,84.7,18.29274959,16.98102131,2.740635704,36570.76307,3.555287737,4.78,-45318593060,192139,1.349450831,81.04146341,4.7,61.664,55078716458,1.822330926
Australia,AUS,2007,YR2007,51.85367663,100,3.32058,84.822,18.45473766,16.9514989,3.777916783,41023.75486,2.327611289,4.38,-64163007802,251231,1.824996795,81.29268293,4.5,62.325,26907894339,1.812273234
Australia,AUS,2008,YR2008,50.67336605,100,3.223325,84.943,18.23928987,16.92197649,3.568270032,49681.21907,4.35029855,4.23,-52121667002,278516,2.003911405,81.39512195,4.4,62.71,32923506492,1.796688089
Australia,AUS,2009,YR2009,50.01848405,100,3.234276,85.063,18.15720084,16.89245408,1.870486961,42810.46584,1.771117166,5.56,-48898407699,235881,2.060833163,81.54390244,4.2,61.792,41742190607,1.923938334
Australia,AUS,2010,YR2010,48.99209872,100,3.230407,85.182,17.97375152,16.86293167,2.20656631,52132.46961,2.918340027,5.21,-44714246092,166833,1.555706262,81.69512195,4,61.983,42267797177,1.852928258
Australia,AUS,2011,YR2011,51.56281322,100,2.81994,85.3,17.65605534,16.95531026,2.391385132,62598.68662,3.303850156,5.08,-44431156054,197748,1.389527316,81.89512195,3.8,62.097,46714016758,1.755656947
Australia,AUS,2012,YR2012,50.38543145,100,2.801783,85.402,17.40561767,17.04768884,3.902007806,68047.37818,1.762780156,5.22,-64482910032,235719,1.745820001,82.04634146,3.6,61.749,49138172006,1.670963965
Australia,AUS,2013,YR2013,48.39371022,100,2.618184,85.502,16.7945881,17.14006743,2.578754288,68156.3861,2.449888641,5.66,-51314570187,214564,1.72115144,82.14878049,3.5,61.264,52837027750,1.6391802
Australia,AUS,2014,YR2014,48.73839866,100,2.79832,85.602,16.15574514,17.23244601,2.579017112,62515.31483,2.487922705,6.08,-45400874920,198120,1.491566489,82.3,3.3,60.766,53910325023,1.773058878
Australia,AUS,2015,YR2015,45.31442407,100,2.636502,85.701,16.19845822,17.3248246,2.152735906,56708.9612,1.508366722,6.05,-56958711795,209466,1.439216653,82.4,3.3,61.068,45406035071,1.953633592
Australia,AUS,2016,YR2016,44.53992579,100,2.617486,85.8,16.32033061,17.42548771,2.730547992,49876.71238,1.276990945,5.71,-41185888416,242184,1.561940498,82.44878049,3.2,61.166,52480791523,2.088530879
Australia,AUS,2017,YR2017,48.34061794,100,2.596055,85.904,16.14809051,17.42291362,2.282183642,53934.15437,1.948647409,5.59,-35574351885,244875,1.653390535,82.5,3.2,61.527,65653718118,2.004234077
Australia,AUS,2018,YR2018,46.65809501,100,2.616846,86.012,15.86356243,17.42131456,2.883045123,57206.99067,1.911400944,5.3,-31611979634,220307,1.502992982,82.74878049,3.2,62.152,53909533420,1.895670079
Australia,AUS,2019,YR2019,47.12377243,100,2.558299,86.124,15.59572675,17.42131456,2.171396224,54941.06572,1.610767873,5.16,6177986031,235860,1.485208447,82.9,3.2,62.547,57994685703,1.881043454
Australia,AUS,2020,YR2020,46.25247984,100,2.765993,86.241,14.7726576,17.42131456,-0.050885336,51722.069,0.846905537,6.46,32517191288,117929,1.23570108,83.2,3.2,60.829,42544629265,2.010640099
Australia,AUS,2021,YR2021,47.2592375,100,2.425497,86.362,..,17.42131456,2.236212439,60444.50236,2.863910422,5.12,50797777247,117929,0.127728296,83.3,3.2,62.478,57877502314,1.9891227
Australia,AUS,2022,YR2022,..,..,..,86.488,..,..,3.617588572,64491.42989,6.594096713,3.661,19548325032,..,1.125898518,..,..,63.96,56701901830,1.898824348
Bangladesh,BGD,1998,YR1998,72.47445648,26.74619293,61.89855,22.818,0.154800379,14.75246601,5.177026873,401.9651801,8.402237956,2.895,-35165989.35,-407859,1.876144029,63.917,70,56.655,1935771266,1.567535198
Bangladesh,BGD,1999,YR1999,72.87393409,29.54021454,61.38416,23.202,0.158617237,14.75246447,4.670156369,404.4861431,6.106695898,3.068,-364355314.2,-435710,1.915074298,66.228,66.5,56.521,1634375949,1.584834391
Bangladesh,BGD,2000,YR2000,72.21325958,32,60.80127,23.59,0.160122047,14.75246293,5.293294719,413.1001853,2.208256209,3.27,-305831650.6,-424718,1.905524049,65.779,63.1,56.373,1515788656,1.357119181
Bangladesh,BGD,2001,YR2001,72.23630637,35.03246689,57.97989,24.096,0.194686761,14.72789045,5.077287775,410.0485409,2.007173742,3.618,-535424727.7,-347605,1.899252681,66.135,60,56.121,1305630681,1.288422776
Bangladesh,BGD,2002,YR2002,71.85219329,37.7541275,54.96515,24.756,0.203401188,14.70331797,3.83312394,407.9629676,3.332564933,3.934,739250272,-451611,1.85802653,66.612,57,55.905,1721734792,1.048366463
Bangladesh,BGD,2003,YR2003,71.66013674,40.47424698,51.73496,25.429,0.209737198,14.67874549,4.7395674,440.7144048,5.668707734,4.32,131637632,-533925,1.746536801,66.824,54.3,55.661,2624623706,1.002633098
Bangladesh,BGD,2004,YR2004,71.62172544,40.6,49.96922,26.114,0.219955044,14.654173,5.23953291,469.1164584,7.587536385,4.272,-278679383.7,-535175,1.661191643,67.187,51.8,55.675,3221759633,0.998859774
Bangladesh,BGD,2005,YR2005,71.5295383,44.23,48.07627,26.809,0.232135397,14.62960052,6.535944941,492.8086489,7.046618162,4.25,-173741536,-715970,1.517975111,67.299,49.3,55.673,2825004864,0.97281009
Bangladesh,BGD,2006,YR2006,71.29138818,50.52510246,48.07571,27.517,0.251721898,14.60502804,6.671904981,503.5383322,6.765261171,3.59,1196063083,-1146688,1.210589941,67.241,47,55.985,3877163419,0.989838837
Bangladesh,BGD,2007,YR2007,71.18383652,46.5,47.8953,28.237,0.263586595,14.58045556,7.058599357,552.3389345,9.106984969,4.092,856792635,-923456,1.051117194,66.714,44.8,55.505,5277479281,0.997091964
Bangladesh,BGD,2008,YR2008,71.08396712,54.26874542,47.7229,28.968,0.285933318,14.55588308,6.013789759,630.1089792,8.901944895,4.548,926185438.6,-1390782,0.887833017,67.051,42.7,55.053,5787356027,0.938215292
Bangladesh,BGD,2009,YR2009,71.03019129,57.07751465,47.53321,29.709,0.305030148,14.53130983,5.045124794,698.5209416,5.423472362,5,3556126394,-740788,0.880093476,67.403,40.7,54.605,10341543874,1.028939548
Bangladesh,BGD,2010,YR2010,70.99177998,55.26,47.30638,30.462,0.340233253,14.50673734,5.571788188,776.8595769,8.126676392,3.38,2108502537,-462265,1.141551337,68.638,38.9,55.345,11174828667,1.184384017
Bangladesh,BGD,2011,YR2011,70.12368441,59.6,46.66772,31.225,0.361557397,14.4991442,6.464379123,856.3818868,11.39516516,3.75,-161842538.7,-341152,1.218938691,68.809,37.2,54.942,9174749651,1.217668949
Bangladesh,BGD,2012,YR2012,70.0852731,65.54574585,45.91011,31.993,0.387829235,14.49155105,6.521458781,876.8180068,6.217504221,4.099,2575500681,-242022,1.243571246,69.554,35.5,54.553,12754226900,1.180897234
Bangladesh,BGD,2013,YR2013,71.27602366,61.5,45.09919,32.762,0.408788179,14.4839579,6.013605658,973.7739002,7.530406409,4.43,2058473420,-194048,1.267157297,69.565,34,54.175,18087689200,1.113729429
Bangladesh,BGD,2014,YR2014,71.59867865,62.4,44.38585,33.535,0.425189457,14.47636475,6.061059359,1108.514957,6.991638892,4.393,755790761.7,-219628,1.245960208,69.986,32.4,54.006,22319788312,1.136443272
Bangladesh,BGD,2015,YR2015,72.47630022,74.00247192,43.54638,34.308,0.463517075,14.46877161,6.552639879,1236.004398,6.19428023,4.371,2579621009,-286512,1.191061127,70.491,31,53.829,27493077972,1.208517107
Bangladesh,BGD,2016,YR2016,73.11369747,75.92,42.66475,35.083,0.507739271,14.46877161,7.113478213,1659.962489,5.513525727,4.35,931393868,-55013,1.230795354,71.09,29.5,53.65,32283838539,1.225900381
Bangladesh,BGD,2017,YR2017,73.45263886,88,40.5973,35.858,0.541787826,14.46877161,6.590249998,1815.610191,5.702070157,4.37,-5984992476,-175755,1.249724066,71.788,28.1,55.781,33431482893,1.127581108
Bangladesh,BGD,2018,YR2018,73.95943766,86.9152832,39.42393,36.632,0.586157625,14.46877161,7.31941263,1963.412707,5.543621395,4.38,-7095172568,-323380,1.161378463,72.567,26.7,55.911,32028383717,1.153957535
Bangladesh,BGD,2019,YR2019,75.83928709,92.2,38.32538,37.405,0.559733656,14.46877161,7.881906729,2122.078386,5.591996399,4.382,-2948537075,-344054,1.11317249,72.806,25.3,56.019,32696936140,1.244100823
Bangladesh,BGD,2020,YR2020,76.26949374,96.2,37.87102,38.177,0.510647559,14.46877161,3.448025628,2233.305893,5.691074747,5.209,1192771686,-61154,1.14420974,71.968,24.1,55.007,43171735336,1.244689509
Bangladesh,BGD,2021,YR2021,77.34501037,98.99102783,37.09001,38.946,..,14.46877161,6.938679124,2457.924049,5.545654308,5.097,-15775415833,-174500,1.149318476,72.381,22.9,55.277,46165532457,1.196646986
Bangladesh,BGD,2022,YR2022,..,..,..,39.711,..,..,7.099828776,2688.30395,7.696954372,4.699,-14369589305,..,1.074836743,..,..,55.993,33747202272,1.128820105
Brazil,BRA,1998,YR1998,27.29268713,94.193812,15.99647,79.781,1.698944884,66.83909099,0.338097901,5049.76612,3.195076293,10.15,-34992880275,-22409,1.468339709,69.189,34.3,56.923,44487193726,1.66229192
Brazil,BRA,1999,YR1999,27.3050942,94.76296,16.49351,80.496,1.734769448,66.3867248,0.467937566,3456.423595,4.858447499,11.13,-26783642463,-26152,1.420222287,69.524,32.3,56.853,36342324443,1.645474667
Brazil,BRA,2000,YR2000,27.31750126,94.43141174,16.26077,81.192,1.783500116,65.9343586,4.387949447,3726.81142,7.044141059,10.53,-26530848799,-1761,1.36677133,69.737,30.4,57.528,33015297296,1.730726147
Brazil,BRA,2001,YR2001,27.32990833,96.016528,16.24787,81.553,1.792112278,65.4616709,1.389896401,3142.235528,6.840359025,10.65,-24890077180,3453,1.320694758,70.195,28.6,57.741,35866445530,1.951882445
Brazil,BRA,2002,YR2002,27.3423154,96.652996,16.34461,81.88,1.760651244,64.98898319,3.053461859,2824.715396,8.450164377,10.64,-9407043257,6018,1.262841536,70.41,26.8,58.525,37832146718,1.895771199
Brazil,BRA,2003,YR2003,27.35472246,96.980098,16.50105,82.203,1.701852536,64.51629549,1.140828998,3056.64968,14.71491972,11.17,2193173018,-16908,1.185669439,70.72,25.1,58.053,49297286966,1.503477636
Brazil,BRA,2004,YR2004,27.36712953,96.765107,16.97143,82.521,1.778441244,64.04360779,5.759964637,3623.223905,6.5971851,10.07,8959313364,-5390,1.139393012,71.131,23.5,59.249,52934865186,1.461268409
Brazil,BRA,2005,YR2005,27.3795366,97.093513,16.45133,82.834,1.775662922,63.57092009,3.202132061,4773.26848,6.869537209,10.55,11679374942,-42926,1.117202878,71.753,22,59.541,53799284977,1.524013393
Brazil,BRA,2006,YR2006,27.39257777,97.594314,15.44589,83.143,1.777477957,63.09823238,3.961988711,5866.024313,4.183568129,9.69,10773999924,-34007,1.077353846,72.037,20.7,59.815,85842861115,1.481084895
Brazil,BRA,2007,YR2007,27.47881706,98.125382,14.51204,83.448,1.847975736,62.62554468,6.069870607,7323.19034,3.641272991,9.28,-2753670196,-30331,1.032027233,72.365,19.5,59.733,1.80334E+11,1.4662921
Brazil,BRA,2008,YR2008,27.56505634,98.526625,13.68068,83.749,1.939215274,62.15285698,5.094195447,8801.759475,5.678593903,8.27,-35601727613,-35373,0.987284203,72.715,18.4,60.196,1.93783E+11,1.441924093
Brazil,BRA,2009,YR2009,27.65129562,98.856938,13.26799,84.044,1.799328142,61.68016927,-0.125812002,8569.901805,4.888034799,9.42,-29328433094,-29357,0.953147865,72.948,17.5,59.604,2.38539E+11,1.538625697
Brazil,BRA,2010,YR2010,27.73753491,98.6,12.44521,84.335,2.026605669,61.20748157,7.528225818,11249.29374,5.038726901,8.034,-86717778084,16843,0.939418022,73.182,16.7,59.362,2.88575E+11,1.539406981
Brazil,BRA,2011,YR2011,27.82377419,99.328691,11.8259,84.631,2.11062776,61.02332816,3.974423079,13200.55817,6.636449622,7.58,-83576205984,33631,0.92858963,73.343,16,58.477,3.5201E+11,1.411851159
Brazil,BRA,2012,YR2012,27.91001347,99.519494,11.34677,84.923,2.271417684,60.83917474,1.921175986,12327.51556,5.40349914,7.25,-92678171336,43451,0.900343361,73.552,15.4,59.165,3.73161E+11,1.378656465
Brazil,BRA,2013,YR2013,27.99625275,99.575151,11.00035,85.209,2.413446537,60.65502133,3.004822669,12258.56485,6.204310666,7.07,-88384030093,35308,0.86834615,73.918,14.9,59.215,3.58816E+11,1.329446084
Brazil,BRA,2014,YR2014,28.08249204,99.650247,10.19422,85.492,2.51459196,60.47086792,0.50395574,12071.40465,6.329040155,6.76,-1.10493E+11,24940,0.857834829,74.306,14.6,59.217,3.6357E+11,1.330244423
Brazil,BRA,2015,YR2015,28.16873132,99.710902,10.04079,85.77,2.365360621,60.28671451,-3.545763393,8783.214413,9.029901024,8.56,-63408884124,4764,0.845992601,74.332,14.3,58.247,3.56465E+11,1.365517154
Brazil,BRA,2016,YR2016,28.2549706,99.7,10.0091,86.042,2.161259847,60.07103255,-3.275916908,8680.735421,8.739143523,11.74,-30529374570,82589,0.811256478,74.442,15.1,56.027,3.64984E+11,1.347975413
Brazil,BRA,2017,YR2017,28.34106631,99.8,9.346427,86.309,2.185486619,59.83288148,1.322869054,9896.717511,3.44637335,12.93,-25337408625,56362,0.7922634,74.827,13.8,55.542,3.73956E+11,1.414021668
